gysz rövid;rendelésszám;Futó vonalkód sorszáma;Gyártási szám;Anyag;GYÉv;0
27111764;4570000466;99900001439772;51600027111764;G00086;2015;0
27111765;4570000466;99900001439771;51600027111765;G00086;2015;0
27112326;4570000466;99900001439747;51600027112326;G00086;2015;0
27112345;4570000466;99900001439750;51600027112345;G00086;2015;0
27112338;4570000466;99900001534182;51600027112338;G00086;2015;0
01082352;4570000466;99900001535464;44600001082352;G00064;2016;0
01085129;4570000466;99900001441121;44600001085129;G00064;2016;0
01089205;4570000466;99900001556593;44600001089205;G00064;2016;0
00544585;4570000466;99900001538526;27200000544585;G00011;2007;0
00560450;4570000466;99900001528922;27200000560450;G00011;2007;0
00549327;4570000466;99900001529798;27200000549327;G00011;2007;0
00556165;4570000466;99900001556585;27200000556165;G00011;2007;0
00548461;4570000466;99900001580802;27200000548461;G00011;2007;0
00560433;4570000466;99900001529919;27200000560433;G00011;2007;0
00574187;4570000466;99900001539291;27200000574187;G00011;2007;0
00567437;4570000466;99900001569723;27200000567437;G00011;2007;0
00567976;4570000466;99900001539210;27200000567976;G00011;2007;0
00561169;4570000466;99900001534183;27200000561169;G00011;2007;0
00566668;4570000466;99900001584613;27200000566668;G00011;2007;0
23740111;4570000466;99900001584606;27200023740111;G00011;2009;0
41885171;4570000466;99900001573224;1800041885171;G00009;2022;0
00828556;4570000466;99900001556587;27200000828556;G00011;2012;0
00827192;4570000466;99900001550095;27200000827192;G00011;2012;0
