gysz;Megrendelésszám;Gyáriszám;Megnevezés ;Cikkszám;GYÉv;;
30339609;4570000557;30339609;G4_ELSTER_ECS_MEMB_05;G00105;2013;30339609;030339609
30339654;4570000557;30339654;G4_ELSTER_ECS_MEMB_05;G00105;2013;30339654;030339654
30339664;4570000557;30339664;G4_ELSTER_ECS_MEMB_05;G00105;2013;30339664;030339664
30339669;4570000557;30339669;G4_ELSTER_ECS_MEMB_05;G00105;2013;30339669;030339669
30339699;4570000557;30339699;G4_ELSTER_ECS_MEMB_05;G00105;2013;30339699;030339699
30339741;4570000557;30339741;G4_ELSTER_ECS_MEMB_05;G00105;2013;30339741;030339741
30371510;4570000557;30371510;G4_ELSTER_ECS_MEMB_05;G00105;2013;30371510;030371510
30371634;4570000557;30371634;G4_ELSTER_ECS_MEMB_05;G00105;2013;30371634;030371634
30371825;4570000557;30371825;G4_ELSTER_ECS_MEMB_05;G00105;2013;30371825;030371825
30372039;4570000557;30372039;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372039;030372039
30372084;4570000557;30372084;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372084;030372084
30372109;4570000557;30372109;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372109;030372109
30372288;4570000557;30372288;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372288;030372288
30372289;4570000557;30372289;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372289;030372289
30372290;4570000557;30372290;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372290;030372290
30372291;4570000557;30372291;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372291;030372291
30372316;4570000557;30372316;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372316;030372316
30372318;4570000557;30372318;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372318;030372318
30372319;4570000557;30372319;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372319;030372319
30372321;4570000557;30372321;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372321;030372321
30372344;4570000557;30372344;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372344;030372344
30372345;4570000557;30372345;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372345;030372345
30372349;4570000557;30372349;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372349;030372349
30372357;4570000557;30372357;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372357;030372357
30372362;4570000557;30372362;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372362;030372362
30372375;4570000557;30372375;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372375;030372375
30372468;4570000557;30372468;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372468;030372468
30372822;4570000557;30372822;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372822;030372822
30372858;4570000557;30372858;G4_ELSTER_ECS_MEMB_05;G00105;2013;30372858;030372858
30510505;4570000557;30510505;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510505;030510505
30510509;4570000557;30510509;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510509;030510509
30510510;4570000557;30510510;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510510;030510510
30510511;4570000557;30510511;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510511;030510511
30510514;4570000557;30510514;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510514;030510514
30510521;4570000557;30510521;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510521;030510521
30510525;4570000557;30510525;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510525;030510525
30510527;4570000557;30510527;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510527;030510527
30510552;4570000557;30510552;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510552;030510552
30510554;4570000557;30510554;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510554;030510554
30510561;4570000557;30510561;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510561;030510561
30510916;4570000557;30510916;G4_ELSTER_ECS_MEMB_05;G00105;2013;30510916;030510916
30511012;4570000557;30511012;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511012;030511012
30511013;4570000557;30511013;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511013;030511013
30511016;4570000557;30511016;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511016;030511016
30511019;4570000557;30511019;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511019;030511019
30511023;4570000557;30511023;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511023;030511023
30511130;4570000557;30511130;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511130;030511130
30511233;4570000557;30511233;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511233;030511233
30511506;4570000557;30511506;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511506;030511506
30511624;4570000557;30511624;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511624;030511624
30511908;4570000557;30511908;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511908;030511908
30511944;4570000557;30511944;G4_ELSTER_ECS_MEMB_05;G00105;2013;30511944;030511944
30512276;4570000557;30512276;G4_ELSTER_ECS_MEMB_05;G00105;2013;30512276;030512276
30512300;4570000557;30512300;G4_ELSTER_ECS_MEMB_05;G00105;2013;30512300;030512300
30533571;4570000557;30533571;G4_ELSTER_ECS_MEMB_05;G00105;2013;30533571;030533571
30533603;4570000557;30533603;G4_ELSTER_ECS_MEMB_05;G00105;2013;30533603;030533603
30533619;4570000557;30533619;G4_ELSTER_ECS_MEMB_05;G00105;2013;30533619;030533619
30533620;4570000557;30533620;G4_ELSTER_ECS_MEMB_05;G00105;2013;30533620;030533620
30533765;4570000557;30533765;G4_ELSTER_ECS_MEMB_05;G00105;2013;30533765;030533765
30533802;4570000557;30533802;G4_ELSTER_ECS_MEMB_05;G00105;2013;30533802;030533802
30533956;4570000557;30533956;G4_ELSTER_ECS_MEMB_05;G00105;2013;30533956;030533956
30533999;4570000557;30533999;G4_ELSTER_ECS_MEMB_05;G00105;2013;30533999;030533999
30534024;4570000557;30534024;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534024;030534024
30534028;4570000557;30534028;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534028;030534028
30534029;4570000557;30534029;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534029;030534029
30534143;4570000557;30534143;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534143;030534143
30534146;4570000557;30534146;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534146;030534146
30534151;4570000557;30534151;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534151;030534151
30534152;4570000557;30534152;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534152;030534152
30534153;4570000557;30534153;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534153;030534153
30534161;4570000557;30534161;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534161;030534161
30534169;4570000557;30534169;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534169;030534169
30534179;4570000557;30534179;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534179;030534179
30534181;4570000557;30534181;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534181;030534181
30534187;4570000557;30534187;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534187;030534187
30534188;4570000557;30534188;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534188;030534188
30534189;4570000557;30534189;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534189;030534189
30534191;4570000557;30534191;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534191;030534191
30534193;4570000557;30534193;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534193;030534193
30534206;4570000557;30534206;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534206;030534206
30534208;4570000557;30534208;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534208;030534208
30534217;4570000557;30534217;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534217;030534217
30534219;4570000557;30534219;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534219;030534219
30534220;4570000557;30534220;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534220;030534220
30534369;4570000557;30534369;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534369;030534369
30534640;4570000557;30534640;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534640;030534640
30534646;4570000557;30534646;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534646;030534646
30534669;4570000557;30534669;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534669;030534669
30534714;4570000557;30534714;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534714;030534714
30534725;4570000557;30534725;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534725;030534725
30534733;4570000557;30534733;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534733;030534733
30534991;4570000557;30534991;G4_ELSTER_ECS_MEMB_05;G00105;2013;30534991;030534991
30535075;4570000557;30535075;G4_ELSTER_ECS_MEMB_05;G00105;2013;30535075;030535075
30535112;4570000557;30535112;G4_ELSTER_ECS_MEMB_05;G00105;2013;30535112;030535112
30546767;4570000557;30546767;G4_ELSTER_ECS_MEMB_05;G00105;2013;30546767;030546767
30546824;4570000557;30546824;G4_ELSTER_ECS_MEMB_05;G00105;2013;30546824;030546824
30546858;4570000557;30546858;G4_ELSTER_ECS_MEMB_05;G00105;2013;30546858;030546858
30546872;4570000557;30546872;G4_ELSTER_ECS_MEMB_05;G00105;2013;30546872;030546872
30546876;4570000557;30546876;G4_ELSTER_ECS_MEMB_05;G00105;2013;30546876;030546876
30546936;4570000557;30546936;G4_ELSTER_ECS_MEMB_05;G00105;2013;30546936;030546936
30547244;4570000557;30547244;G4_ELSTER_ECS_MEMB_05;G00105;2013;30547244;030547244
30547604;4570000557;30547604;G4_ELSTER_ECS_MEMB_05;G00105;2013;30547604;030547604
30547664;4570000557;30547664;G4_ELSTER_ECS_MEMB_05;G00105;2013;30547664;030547664
30547679;4570000557;30547679;G4_ELSTER_ECS_MEMB_05;G00105;2013;30547679;030547679
30547680;4570000557;30547680;G4_ELSTER_ECS_MEMB_05;G00105;2013;30547680;030547680
30547724;4570000557;30547724;G4_ELSTER_ECS_MEMB_05;G00105;2013;30547724;030547724
30548030;4570000557;30548030;G4_ELSTER_ECS_MEMB_05;G00105;2013;30548030;030548030
30548039;4570000557;30548039;G4_ELSTER_ECS_MEMB_05;G00105;2013;30548039;030548039
30548176;4570000557;30548176;G4_ELSTER_ECS_MEMB_05;G00105;2013;30548176;030548176
30548263;4570000557;30548263;G4_ELSTER_ECS_MEMB_05;G00105;2013;30548263;030548263
30548305;4570000557;30548305;G4_ELSTER_ECS_MEMB_05;G00105;2013;30548305;030548305
30564733;4570000557;30564733;G4_ELSTER_ECS_MEMB_05;G00105;2013;30564733;030564733
30564900;4570000557;30564900;G4_ELSTER_ECS_MEMB_05;G00105;2013;30564900;030564900
30565687;4570000557;30565687;G4_ELSTER_ECS_MEMB_05;G00105;2013;30565687;030565687
30565758;4570000557;30565758;G4_ELSTER_ECS_MEMB_05;G00105;2013;30565758;030565758
30565809;4570000557;30565809;G4_ELSTER_ECS_MEMB_05;G00105;2013;30565809;030565809
30565820;4570000557;30565820;G4_ELSTER_ECS_MEMB_05;G00105;2013;30565820;030565820
30565859;4570000557;30565859;G4_ELSTER_ECS_MEMB_05;G00105;2013;30565859;030565859
30566356;4570000557;30566356;G4_ELSTER_ECS_MEMB_05;G00105;2013;30566356;030566356
30566365;4570000557;30566365;G4_ELSTER_ECS_MEMB_05;G00105;2013;30566365;030566365
30566500;4570000557;30566500;G4_ELSTER_ECS_MEMB_05;G00105;2013;30566500;030566500
30566515;4570000557;30566515;G4_ELSTER_ECS_MEMB_05;G00105;2013;30566515;030566515
30764173;4570000557;30764173;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764173;030764173
30764203;4570000557;30764203;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764203;030764203
30764216;4570000557;30764216;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764216;030764216
30764263;4570000557;30764263;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764263;030764263
30764282;4570000557;30764282;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764282;030764282
30764303;4570000557;30764303;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764303;030764303
30764308;4570000557;30764308;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764308;030764308
30764310;4570000557;30764310;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764310;030764310
30764318;4570000557;30764318;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764318;030764318
30764320;4570000557;30764320;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764320;030764320
30764323;4570000557;30764323;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764323;030764323
30764325;4570000557;30764325;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764325;030764325
30764349;4570000557;30764349;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764349;030764349
30764350;4570000557;30764350;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764350;030764350
30764354;4570000557;30764354;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764354;030764354
30764356;4570000557;30764356;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764356;030764356
30764357;4570000557;30764357;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764357;030764357
30764359;4570000557;30764359;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764359;030764359
30764368;4570000557;30764368;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764368;030764368
30764377;4570000557;30764377;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764377;030764377
30764567;4570000557;30764567;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764567;030764567
30764584;4570000557;30764584;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764584;030764584
30764799;4570000557;30764799;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764799;030764799
30764826;4570000557;30764826;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764826;030764826
30764868;4570000557;30764868;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764868;030764868
30764882;4570000557;30764882;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764882;030764882
30764926;4570000557;30764926;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764926;030764926
30764947;4570000557;30764947;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764947;030764947
30764951;4570000557;30764951;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764951;030764951
30764960;4570000557;30764960;G4_ELSTER_ECS_MEMB_05;G00105;2013;30764960;030764960
30765044;4570000557;30765044;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765044;030765044
30765088;4570000557;30765088;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765088;030765088
30765094;4570000557;30765094;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765094;030765094
30765395;4570000557;30765395;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765395;030765395
30765399;4570000557;30765399;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765399;030765399
30765400;4570000557;30765400;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765400;030765400
30765425;4570000557;30765425;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765425;030765425
30765426;4570000557;30765426;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765426;030765426
30765433;4570000557;30765433;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765433;030765433
30765436;4570000557;30765436;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765436;030765436
30765444;4570000557;30765444;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765444;030765444
30765455;4570000557;30765455;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765455;030765455
30765456;4570000557;30765456;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765456;030765456
30765462;4570000557;30765462;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765462;030765462
30765697;4570000557;30765697;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765697;030765697
30765707;4570000557;30765707;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765707;030765707
30765710;4570000557;30765710;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765710;030765710
30765711;4570000557;30765711;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765711;030765711
30765719;4570000557;30765719;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765719;030765719
30765720;4570000557;30765720;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765720;030765720
30765732;4570000557;30765732;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765732;030765732
30765734;4570000557;30765734;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765734;030765734
30765735;4570000557;30765735;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765735;030765735
30765737;4570000557;30765737;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765737;030765737
30765738;4570000557;30765738;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765738;030765738
30765742;4570000557;30765742;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765742;030765742
30765746;4570000557;30765746;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765746;030765746
30765747;4570000557;30765747;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765747;030765747
30765749;4570000557;30765749;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765749;030765749
30765752;4570000557;30765752;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765752;030765752
30765753;4570000557;30765753;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765753;030765753
30765754;4570000557;30765754;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765754;030765754
30765756;4570000557;30765756;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765756;030765756
30765759;4570000557;30765759;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765759;030765759
30765762;4570000557;30765762;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765762;030765762
30765768;4570000557;30765768;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765768;030765768
30765770;4570000557;30765770;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765770;030765770
30765771;4570000557;30765771;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765771;030765771
30765772;4570000557;30765772;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765772;030765772
30765773;4570000557;30765773;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765773;030765773
30765776;4570000557;30765776;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765776;030765776
30765777;4570000557;30765777;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765777;030765777
30765778;4570000557;30765778;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765778;030765778
30765880;4570000557;30765880;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765880;030765880
30765881;4570000557;30765881;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765881;030765881
30765890;4570000557;30765890;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765890;030765890
30765891;4570000557;30765891;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765891;030765891
30765894;4570000557;30765894;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765894;030765894
30765895;4570000557;30765895;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765895;030765895
30765898;4570000557;30765898;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765898;030765898
30765899;4570000557;30765899;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765899;030765899
30765901;4570000557;30765901;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765901;030765901
30765903;4570000557;30765903;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765903;030765903
30765904;4570000557;30765904;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765904;030765904
30765908;4570000557;30765908;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765908;030765908
30765909;4570000557;30765909;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765909;030765909
30765910;4570000557;30765910;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765910;030765910
30765912;4570000557;30765912;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765912;030765912
30765914;4570000557;30765914;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765914;030765914
30765916;4570000557;30765916;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765916;030765916
30765917;4570000557;30765917;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765917;030765917
30765918;4570000557;30765918;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765918;030765918
30765919;4570000557;30765919;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765919;030765919
30765921;4570000557;30765921;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765921;030765921
30765926;4570000557;30765926;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765926;030765926
30765927;4570000557;30765927;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765927;030765927
30765928;4570000557;30765928;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765928;030765928
30765929;4570000557;30765929;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765929;030765929
30765935;4570000557;30765935;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765935;030765935
30765938;4570000557;30765938;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765938;030765938
30765939;4570000557;30765939;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765939;030765939
30765940;4570000557;30765940;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765940;030765940
30765943;4570000557;30765943;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765943;030765943
30765944;4570000557;30765944;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765944;030765944
30765945;4570000557;30765945;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765945;030765945
30765946;4570000557;30765946;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765946;030765946
30765951;4570000557;30765951;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765951;030765951
30765952;4570000557;30765952;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765952;030765952
30765957;4570000557;30765957;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765957;030765957
30765958;4570000557;30765958;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765958;030765958
30765964;4570000557;30765964;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765964;030765964
30765965;4570000557;30765965;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765965;030765965
30765970;4570000557;30765970;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765970;030765970
30765974;4570000557;30765974;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765974;030765974
30765975;4570000557;30765975;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765975;030765975
30765977;4570000557;30765977;G4_ELSTER_ECS_MEMB_05;G00105;2013;30765977;030765977
30766014;4570000557;30766014;G4_ELSTER_ECS_MEMB_05;G00105;2013;30766014;030766014
30850554;4570000557;30850554;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850554;030850554
30850606;4570000557;30850606;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850606;030850606
30850612;4570000557;30850612;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850612;030850612
30850633;4570000557;30850633;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850633;030850633
30850646;4570000557;30850646;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850646;030850646
30850765;4570000557;30850765;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850765;030850765
30850836;4570000557;30850836;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850836;030850836
30850989;4570000557;30850989;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850989;030850989
30851010;4570000557;30851010;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851010;030851010
30851011;4570000557;30851011;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851011;030851011
30851013;4570000557;30851013;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851013;030851013
30851014;4570000557;30851014;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851014;030851014
30851017;4570000557;30851017;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851017;030851017
30851019;4570000557;30851019;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851019;030851019
30851077;4570000557;30851077;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851077;030851077
30851160;4570000557;30851160;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851160;030851160
30851269;4570000557;30851269;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851269;030851269
30851317;4570000557;30851317;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851317;030851317
30851351;4570000557;30851351;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851351;030851351
30851373;4570000557;30851373;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851373;030851373
30851382;4570000557;30851382;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851382;030851382
30851383;4570000557;30851383;G4_ELSTER_ECS_MEMB_05;G00105;2013;30851383;030851383
30849485;4570000557;30849485;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849485;030849485
30849488;4570000557;30849488;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849488;030849488
30849506;4570000557;30849506;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849506;030849506
30849509;4570000557;30849509;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849509;030849509
30849725;4570000557;30849725;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849725;030849725
30849822;4570000557;30849822;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849822;030849822
30849923;4570000557;30849923;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849923;030849923
30849944;4570000557;30849944;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849944;030849944
30849949;4570000557;30849949;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849949;030849949
30849951;4570000557;30849951;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849951;030849951
30849964;4570000557;30849964;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849964;030849964
30849991;4570000557;30849991;G4_ELSTER_ECS_MEMB_05;G00105;2013;30849991;030849991
30850012;4570000557;30850012;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850012;030850012
30850047;4570000557;30850047;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850047;030850047
30850103;4570000557;30850103;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850103;030850103
30850223;4570000557;30850223;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850223;030850223
30850281;4570000557;30850281;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850281;030850281
30850305;4570000557;30850305;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850305;030850305
30850350;4570000557;30850350;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850350;030850350
30850362;4570000557;30850362;G4_ELSTER_ECS_MEMB_05;G00105;2013;30850362;030850362
30939305;4570000557;30939305;G4_ELSTER_ECS_MEMB_05;G00105;2013;30939305;030939305
30939335;4570000557;30939335;G4_ELSTER_ECS_MEMB_05;G00105;2013;30939335;030939335
30939346;4570000557;30939346;G4_ELSTER_ECS_MEMB_05;G00105;2013;30939346;030939346
30939354;4570000557;30939354;G4_ELSTER_ECS_MEMB_05;G00105;2013;30939354;030939354
30939366;4570000557;30939366;G4_ELSTER_ECS_MEMB_05;G00105;2013;30939366;030939366
30939386;4570000557;30939386;G4_ELSTER_ECS_MEMB_05;G00105;2013;30939386;030939386
30939399;4570000557;30939399;G4_ELSTER_ECS_MEMB_05;G00105;2013;30939399;030939399
30939405;4570000557;30939405;G4_ELSTER_ECS_MEMB_05;G00105;2013;30939405;030939405
30939425;4570000557;30939425;G4_ELSTER_ECS_MEMB_05;G00105;2013;30939425;030939425
